1
60, 120, 20, 5.2256966457425795, -3.810283125714694, 6.725717253688687, 0.0005537648382844768, 3.471667404012126, 0.06, 1.2, 
40, 170, 10, 5.798618712374371, -5.1161296000023215, 5.491861775148454, 0.0009204039074293697, 7.894738999212088, 0.04, 1.2, 
120, 120, 20, 5.2923272698603965, -4.495536421401546, 4.66087517769113, 0.00014516506806798563, 6.9636550345956545, 0.04, 1.1, 
120, 170, 20, 5.401825561912778, -5.119065762870129, 4.9634640845607585, 0.0002888592233344586, 3.0688075222659177, 0.05, 1.0, 
100, 200, 20, 3.3469821709512986, -4.6421461465098295, 3.5571475362271237, 0.0003403869863555123, 5.738758358445052, 0.04, 0.6, 
80, 190, 15, 4.921967283148584, -5.892324387154992, 6.664497045873212, 0.00025951386261647966, 6.319311266967639, 0.05, 0.5, 
80, 140, 15, 4.308951751913122, -5.474722347030339, 5.3645950699966605, 0.000520421862981923, 3.7265994176683757, 0.04, 0.9, 
120, 150, 20, 6.190100791378959, -5.467126082841258, 6.423710112230738, 0.0009614098027139901, 7.1169976755711435, 0.04, 0.4, 
120, 190, 20, 2.9360912916616324, -6.416384252218224, 4.614783651522439, 0.0004928874394826022, 5.316062774063406, 0.05, 0.5, 
100, 200, 10, 3.6692395221067406, -4.145884938003733, 4.267069765616865, 0.0003381215740970082, 7.07886255531607, 0.05, 0.9, 
120, 100, 15, 6.324370067593371, -5.306079426601049, 6.634184838861567, 8.632135484247493e-05, 4.921372465088934, 0.05, 0.6, 
60, 120, 20, 3.8838950517545774, -4.567952270803957, 3.5585467104531174, 0.00023684341102917278, 7.519586534401929, 0.06, 1.1, 
80, 170, 10, 4.387805708047245, -5.542482992515587, 4.01875016450267, 0.0001684962335580493, 2.7316692698151166, 0.05, 0.5, 
120, 160, 10, 4.480396070102524, -3.498283046199739, 5.556701254570641, 8.9451635723649e-05, 3.5432666071913896, 0.06, 0.4, 
